원위도,원경도,snapped_lat,snapped_lon
35.93055637,129.2389162,35.930551,129.238888
35.06491311,126.5212274,35.064958,126.521192
35.57207777,129.0992525,35.572013,129.09914
37.65799236,128.5178895,37.657825,128.518
35.34839931,126.5788609,35.348402,126.578848
38.06663458,127.0927208,38.066766,127.092773
37.24854315,126.8645473,37.24854,126.864589
35.45084046,127.1305815,35.450802,127.130634
35.0903323,128.8219665,35.09028,128.822031
35.25244881,126.9179283,35.252433,126.917907
38.14741257,128.2093805,38.14757,128.209148
35.7284275,126.7379693,35.728453,126.73802
34.7296591,128.6046878,34.729637,128.604629
36.39356547,127.4666141,36.393581,127.466519
35.42606875,129.3639616,35.429141,129.363266
37.57669525,129.0951925,37.576582,129.095202
36.36582601,127.4317671,36.365769,127.431463
37.0189694,127.0217802,37.019103,127.021796
35.26420816,127.1171299,35.264187,127.117124
36.87054465,127.1511084,36.8704,127.15115
34.83378846,126.6787634,34.833807,126.678756
35.84266778,128.4905076,35.842668,128.490361
36.99998642,127.8282764,36.999981,127.828149
37.58691012,127.0710661,37.586933,127.071101
36.90275604,126.6787895,36.902855,126.678821
35.14964095,128.8345782,35.149598,128.834579
36.58193269,127.511265,36.581926,127.511226
37.66708691,126.7737967,37.667069,126.773828
36.75463033,126.2987019,36.754609,126.298697
35.30362403,129.0008347,35.303625,129.000834
35.60599649,129.287076,35.606026,129.287032
36.04412186,128.8352562,36.044179,128.83524
34.7703626,127.7057409,34.770316,127.705702
35.92671437,129.198308,35.926849,129.198391
37.49871755,126.8570314,37.49871,126.857029
37.33158653,127.093004,37.331522,127.093108
37.99223941,128.0583372,37.992374,128.058198
37.28324222,126.8146013,37.283242,126.814701
37.04499557,129.4067812,37.044988,129.406709
37.47730603,128.7618609,37.477287,128.761876
34.48066103,126.2674599,34.48074,126.267433
37.40477079,127.5525037,37.404797,127.55249
37.53259273,127.1180906,37.532603,127.118078
37.79150134,126.7007489,37.79166,126.700779
36.67429752,126.2925926,36.67428,126.292629
37.30436555,127.0136639,37.304312,127.01373
36.8122234,127.4334015,36.812217,127.433364
35.84264816,127.0763873,35.842702,127.076263
38.0338721,127.9248577,38.033689,127.924936
35.21720582,128.9852863,35.217253,128.985315
35.83631265,128.8156765,35.836321,128.815689
34.87784074,126.6189568,34.877814,126.618997
36.90768781,127.9814267,36.907604,127.98153
36.08397166,129.3890282,36.083981,129.38903
35.49773121,129.4269448,35.497737,129.426947
35.9423391,126.6564472,35.942349,126.656449
35.10815199,129.0312574,35.10819,129.031205
37.01143212,127.2058643,37.011414,127.205907
37.75018169,127.0577617,37.750171,127.057652
37.59057919,127.2198925,37.590626,127.219962
35.56550754,129.1117256,35.565533,129.111759
35.31734966,129.2393062,35.317259,129.239602
37.20107919,126.8278438,37.201302,126.827619
35.80778332,128.5254597,35.807771,128.525429
37.60724956,127.1950657,37.607523,127.194584
36.58748897,128.1804659,36.587514,128.18046
33.34519381,126.4603186,33.3452,126.460378
35.21955263,129.0991597,35.219544,129.099126
35.15522604,128.8593974,35.155202,128.859274
36.56308061,129.2460971,36.563046,129.246064
37.01295965,127.2865765,37.013009,127.286501
37.18816694,126.6554769,37.188144,126.655455
35.99287001,126.708809,35.992872,126.708801
35.9127563,127.1087868,35.912755,127.108808
35.18156913,127.5370629,35.181583,127.537079
34.50730885,126.2861913,34.507315,126.286174
35.24078392,128.6250832,35.240718,128.625201
35.2398087,126.8975837,35.239786,126.897645
35.48137127,129.298028,35.48138,129.297936
37.59466028,127.064789,37.594641,127.06486
35.44680356,128.210171,35.4467,128.210404
35.71755345,126.9914518,35.717558,126.991405
35.59922135,128.4426258,35.600014,128.442079
36.56316582,126.5216765,36.56313,126.52225
36.46177086,127.7014985,36.46177,127.701499
34.86450782,128.5929491,34.864508,128.593129
36.79590763,126.8662111,36.795906,126.866176
35.18866266,128.8259316,35.186823,128.826155
35.99236904,129.2253475,35.992368,129.225365
34.56757984,126.5996406,34.567611,126.59968
35.53335119,129.0284459,35.532244,129.02842
33.25728163,126.5719998,33.257282,126.572046
37.67452663,127.1954417,37.674129,127.1951
36.32089617,127.3031483,36.320903,127.30315
36.55712007,126.9487036,36.557096,126.948685
34.90688742,127.8883591,34.906887,127.888359
35.54976322,128.1210031,35.549676,128.121081
34.48463233,126.2619358,34.484565,126.261898
36.78486336,127.5832899,36.78482,127.583239
37.69360984,126.8525802,37.693756,126.852582
37.27059953,127.1838469,37.270624,127.183873
34.89558745,127.3526192,34.89556,127.35259
34.72363287,127.9861997,34.723661,127.98618
34.7187176,126.1632342,34.718669,126.163146
36.16318406,127.1826079,36.163178,127.182613
35.24225273,128.54929,35.242347,128.549432
35.3371995,129.1701575,35.33721,129.17015
35.96790228,126.7408335,35.967886,126.740834
36.10603035,127.4874702,36.106041,127.487484
37.49429055,126.7404054,37.494136,126.740378
37.4774776,126.5204014,37.477528,126.520535
35.32393688,128.2705695,35.324008,128.270534
37.19103502,126.777036,37.191045,126.777039
37.28141523,127.4601318,37.281325,127.460222
36.49866849,126.7324414,36.498689,126.732438
35.41873991,127.6376285,35.418769,127.63767
34.83705549,127.8883822,34.837021,127.888398
33.54338402,126.659357,33.54388,126.65929
36.33767475,127.2986036,36.337642,127.298613
34.77083062,128.60232,34.77079,128.602329
34.68977189,126.4014269,34.69131,126.404196
34.91019684,127.2620303,34.910463,127.261996
